0 	 4.37285 	 0.00106597 	 -0.138089
1 	 3.93937 	 0.303774 	 -0.14494
2 	 95.6173 	 98.4016 	 4.07876
3 	 87.3635 	 1233.26 	 10.8477
4 	 89.069 	 458.181 	 18.6064
5 	 109.055 	 278.068 	 16.8229
6 	 107.72 	 228.01 	 16.6106
7 	 155.446 	 133.531 	 16.417
8 	 325.787 	 75.9515 	 16.6605
9 	 170.023 	 54.7864 	 16.3228
10 	 100.05 	 46.0303 	 15.9994
11 	 56.2175 	 44.4466 	 15.9329
12 	 47.1795 	 50.1122 	 16.2017
13 	 44.2627 	 45.4829 	 16.391
14 	 44.1737 	 44.9856 	 15.9209
15 	 42.9727 	 109.399 	 15.6391
16 	 41.1641 	 125.884 	 15.2922
17 	 37.2038 	 55.8631 	 15.5379
18 	 35.2735 	 52.1136 	 15.6895
19 	 33.6215 	 60.6476 	 15.2689
20 	 32.6288 	 25.8834 	 15.7344
21 	 31.7398 	 22.8237 	 15.3734
22 	 30.1792 	 22.0081 	 15.0706
23 	 32.2263 	 21.2186 	 25.4785
24 	 33.1787 	 49.1175 	 15.9172
25 	 28.7062 	 20.4511 	 15.0131
26 	 28.6269 	 19.3352 	 14.8614
27 	 28.1529 	 19.4277 	 15.1666
28 	 27.0354 	 19.1695 	 15.0268
29 	 26.0287 	 18.4671 	 14.7262
30 	 25.4497 	 18.1954 	 14.4829
31 	 29.9923 	 19.413 	 14.4282
32 	 24.4509 	 18.575 	 14.7545
33 	 23.2649 	 17.8223 	 14.5811
34 	 22.8834 	 17.9068 	 14.6244
35 	 22.2107 	 18.0352 	 14.6075
36 	 22.4581 	 31.8975 	 14.5691
37 	 21.7888 	 32.4533 	 14.1774
38 	 21.9444 	 18.1933 	 14.1907
39 	 21.7351 	 17.337 	 14.224
40 	 21.9532 	 17.3593 	 14.2093
41 	 21.0901 	 19.5666 	 14.0492
42 	 21.1794 	 17.5331 	 14.0572
43 	 27.5908 	 17.1179 	 14.0259
44 	 23.645 	 16.6335 	 13.8547
45 	 19.768 	 16.4417 	 13.8497
46 	 19.5312 	 16.0343 	 13.5107
47 	 19.5824 	 16.7483 	 13.8
48 	 19.6019 	 16.1056 	 13.4987
49 	 19.5623 	 15.9041 	 13.4568
50 	 19.115 	 15.8821 	 13.2888
51 	 19.0777 	 16.4808 	 13.3615
52 	 18.5011 	 15.5313 	 13.179
53 	 18.5701 	 15.7112 	 12.9652
54 	 18.494 	 15.5164 	 12.9022
55 	 18.1205 	 15.5645 	 12.9133
56 	 18.2606 	 15.6425 	 12.9885
57 	 18.3117 	 15.2356 	 12.8896
58 	 20.0906 	 15.5444 	 12.8259
59 	 18.4701 	 15.1092 	 12.2485
60 	 18.2631 	 15.0979 	 12.7678
61 	 17.9884 	 15.3466 	 12.9216
62 	 19.7237 	 15.499 	 12.8611
63 	 18.1513 	 15.4731 	 12.696
64 	 17.5388 	 15.3425 	 12.7657
65 	 17.6332 	 14.9784 	 12.8384
66 	 17.3681 	 14.8065 	 12.6782
67 	 17.5359 	 14.7472 	 12.9789
68 	 16.8493 	 14.8674 	 12.5412
69 	 17.3233 	 14.8154 	 12.7455
70 	 17.0624 	 15.1988 	 12.6097
71 	 18.2795 	 28.4752 	 14.0627
72 	 18.2187 	 17.7058 	 13.3515
73 	 17.3846 	 15.6888 	 12.6309
74 	 16.8854 	 15.064 	 12.378
75 	 17.0278 	 15.1272 	 12.5667
76 	 16.9404 	 14.593 	 12.4523
77 	 16.9202 	 14.5493 	 12.3791
78 	 16.6587 	 14.456 	 12.6282
79 	 16.7937 	 15.0568 	 12.2477
80 	 18.8065 	 15.0742 	 12.7004
81 	 17.3639 	 14.7004 	 12.5482
82 	 16.7923 	 14.3553 	 12.3446
83 	 16.7778 	 18.0627 	 12.9608
84 	 17.2958 	 15.3729 	 12.8449
85 	 16.4776 	 14.1877 	 12.0878
86 	 16.491 	 14.5692 	 12.143
87 	 16.5544 	 14.5279 	 12.3189
88 	 16.565 	 14.1711 	 12.3395
89 	 16.4226 	 14.6975 	 12.3223
90 	 16.3435 	 14.4851 	 12.2331
91 	 16.5628 	 14.1168 	 12.0986
92 	 16.412 	 14.6304 	 12.4278
93 	 16.1196 	 14.3166 	 12.0493
94 	 16.6226 	 16.2234 	 12.5186
95 	 16.34 	 25.1611 	 12.5534
96 	 16.3699 	 14.7739 	 12.3281
97 	 16.3566 	 14.2461 	 12.1038
98 	 16.3267 	 14.1448 	 12.0847
99 	 16.3447 	 14.0491 	 11.9834
100 	 16.084 	 14.2029 	 11.8528
101 	 15.9295 	 14.0395 	 11.9073
102 	 16.0338 	 14.3267 	 12.1624
103 	 16.0245 	 14.136 	 12.0567
104 	 15.9177 	 13.7343 	 12.1769
105 	 16.6282 	 14.5194 	 11.9513
106 	 15.8211 	 14.1728 	 12.0532
