0 	 531.596 	 151.09 	 21.4705
1 	 528.618 	 159.739 	 21.4368
2 	 583.65 	 151.871 	 21.4902
3 	 3468.51 	 106.989 	 21.8671
4 	 1669.8 	 61.1288 	 21.9168
5 	 433.262 	 40.6645 	 21.9931
6 	 317.07 	 31.5181 	 21.8519
7 	 240.208 	 26.8901 	 22.1185
8 	 197.877 	 24.2443 	 22.5557
9 	 171.358 	 21.8901 	 37.3733
10 	 153.447 	 20.4472 	 24.5824
11 	 159.626 	 19.065 	 23.2728
12 	 170.668 	 17.9979 	 22.9507
13 	 114.518 	 17.5157 	 23.4804
14 	 99.0598 	 16.4933 	 23.6269
15 	 99.3064 	 16.2654 	 23.9717
16 	 85.7364 	 16.3098 	 25.0812
17 	 78.454 	 16.3795 	 24.5878
18 	 73.8277 	 16.9375 	 25.6507
19 	 69.6832 	 16.0576 	 25.5802
20 	 66.3286 	 17.9384 	 26.7403
21 	 63.3992 	 22.7934 	 28.3479
22 	 61.9761 	 31.543 	 29.0651
23 	 60.9715 	 19.4023 	 28.8714
24 	 59.58 	 15.6107 	 28.9097
25 	 58.7404 	 15.4516 	 29.2919
26 	 57.9012 	 15.2606 	 29.9409
27 	 50.1821 	 15.7295 	 38.1985
28 	 41.5488 	 16.1754 	 33.1704
29 	 41.6802 	 15.8992 	 40.2735
30 	 39.9053 	 19.577 	 47.6503
31 	 39.066 	 16.512 	 74.8974
32 	 38.0778 	 63.9603 	 628.348
33 	 37.0278 	 26.0431 	 1028.94
34 	 36.5193 	 15.285 	 280.096
35 	 36.9196 	 15.1213 	 181.958
36 	 38.5853 	 15.2893 	 192.498
37 	 44.6269 	 14.7966 	 128.438
38 	 107.64 	 14.9759 	 93.0338
39 	 37.7673 	 15.4049 	 85.4122
40 	 33.1573 	 14.8175 	 55.9839
41 	 33.2657 	 15.3168 	 43.0927
42 	 31.8969 	 15.3802 	 39.5114
43 	 31.269 	 14.6522 	 36.4761
44 	 30.9136 	 14.5331 	 34.154
45 	 30.0947 	 14.3868 	 32.8122
46 	 30.119 	 14.3052 	 31.7531
47 	 29.4891 	 16.069 	 30.9985
48 	 28.9438 	 14.3392 	 29.6161
49 	 28.8917 	 14.345 	 29.2219
50 	 28.7004 	 14.2193 	 28.238
51 	 28.3019 	 14.3356 	 27.727
52 	 28.3663 	 14.7227 	 27.0343
53 	 28.4166 	 14.8796 	 26.8294
54 	 27.3787 	 14.6272 	 25.8417
55 	 27.046 	 14.52 	 25.0218
56 	 26.7882 	 14.4131 	 24.9998
57 	 26.3509 	 14.7429 	 24.8651
58 	 26.1064 	 14.5665 	 23.8812
59 	 26.3058 	 16.5382 	 24.1638
60 	 25.7333 	 14.2955 	 23.3317
61 	 25.4984 	 14.4 	 22.8423
62 	 25.0242 	 14.6216 	 22.8884
63 	 25.0351 	 14.4089 	 22.2817
64 	 25.2531 	 14.5277 	 22.4282
65 	 24.7621 	 14.6664 	 22.034
66 	 24.5801 	 14.2963 	 21.8661
67 	 24.5805 	 14.9159 	 21.6255
68 	 24.4223 	 14.4496 	 21.3869
69 	 24.3014 	 14.8225 	 21.2588
70 	 23.9996 	 14.4819 	 20.7613
71 	 23.9473 	 14.323 	 20.1741
72 	 24.0726 	 14.5541 	 20.5198
73 	 24.362 	 14.7889 	 20.4491
74 	 23.6583 	 14.5035 	 20.0714
75 	 23.4906 	 14.5127 	 19.8461
76 	 23.9673 	 14.408 	 19.4935
77 	 22.842 	 14.3093 	 19.5518
78 	 23.0121 	 14.2672 	 19.378
79 	 22.8832 	 14.3709 	 19.3097
80 	 22.2846 	 14.2561 	 19.2207
81 	 22.5196 	 14.5081 	 19.113
82 	 22.4047 	 14.6152 	 18.8754
83 	 22.2692 	 14.2885 	 18.6988
84 	 22.2756 	 14.0732 	 18.5674
85 	 22.0673 	 14.4096 	 18.4492
86 	 22.4171 	 14.4477 	 18.3929
87 	 22.2553 	 13.9634 	 18.6578
88 	 21.7554 	 14.3075 	 18.1743
89 	 22.0149 	 14.5113 	 18.2207
90 	 21.391 	 14.9792 	 18.2495
91 	 21.2429 	 14.3752 	 17.8914
